menu_title,positive,negative,very_negative,neutral,reasoning
Olivie (Russian Potato Salad),6,2,2,0,"carrot (positive): Excellent source of potassium, fiber, and antioxidants, which support healthy blood pressure and heart function. | potato (positive): Good source of potassium, which helps manage blood pressure. | bologna slice (very negative): A highly processed meat, very high in sodium, saturated fat, and preservatives linked to heart disease. | sour cream (negative): High in saturated fat. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | sweet pea (positive): Good source of heart-healthy fiber, plant-based protein, and micronutrients. | mayonnaise (negative): High in calories, fat, and often sodium."
Turmeric Golden Milk with Turmeric Paste,4,1,0,0,"ginger (positive): Contains anti-inflammatory and antioxidant compounds that may help lower blood pressure and cholesterol. | honey (negative): A form of added sugar; high intake can lead to weight gain, increased triglycerides, and other cardiovascular risks. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | cinnamon (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat."
Italian Capezzoli di Venere (Chocolate Truffles of Venus),2,2,2,0,"chestnut (positive): Lower in fat and higher in fiber than other nuts; a good source of heart-healthy minerals like potassium. | white chocolate (negative): High in sugar and saturated fat without the beneficial flavanols of dark chocolate. | dark chocolate (positive): Rich in flavanols, which can help lower blood pressure and improve blood flow (in high-cocoa, low-sugar forms). | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease. | brandy (negative): Excessive alcohol intake is a risk factor for high blood pressure, heart failure, and stroke."
Beef Bulgogi,5,2,1,0,"green onion (positive): Contains antioxidants and compounds that may help lower blood pressure and cholesterol. | flank steak (negative): Red meat is a source of saturated fat and its consumption is associated with an increased risk of cardiovascular disease. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | sesame seed (positive): A good source of fiber, healthy fats, and compounds that may help lower cholesterol. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | sesame oil (positive): Rich in unsaturated fats, which are beneficial for cholesterol levels and overall heart health."
Abuela's Picadillo,12,2,2,0,"parsley (positive): Rich in vitamin K and antioxidants, which support heart and blood vessel health. | green bell pepper (positive): Rich in antioxidants, including vitamin C, which help reduce inflammation and oxidative stress. | hot sauce (negative): Typically very high in sodium, which can increase blood pressure. | sazon seasoning (very negative): A commercial seasoning blend that is typically extremely high in sodium. | onion powder (positive): A concentrated source of onion's beneficial compounds, like antioxidants. | spanish olive (positive): Rich in heart-healthy monounsaturated fats, which can help lower bad cholesterol. However, brine can be high in sodium. | red cooking wine (negative): Contains very high levels of sodium, added for preservation. | garlic powder (positive): Dehydrated garlic that retains some beneficial compounds and is a good salt-free flavor alternative. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | cumin (positive): A spice with anti-inflammatory and antioxidant properties. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | butternut squash (positive): High in potassium, fiber, and antioxidants, which support healthy blood pressure and overall heart health. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation."
Bulgogi Beef (Korean-Style Barbecue),5,4,2,0,"green onion top (positive): Contains antioxidants and compounds that may help lower blood pressure and cholesterol. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | light brown sugar (negative): A form of added sugar, which is a risk factor for cardiovascular disease. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess. | ginger root (positive): Contains gingerol, which has anti-inflammatory and antioxidant properties that may help lower blood pressure and cholesterol. | rice (negative): White rice is a refined carbohydrate that can raise blood sugar levels and lacks the fiber of whole grains. | asian pear (positive): Provides dietary fiber and potassium, which are beneficial for blood pressure and heart health. | beef short rib (very negative): A very fatty cut of beef, extremely high in saturated fat. | sesame oil (positive): Rich in unsaturated fats, which are beneficial for cholesterol levels and overall heart health."
Lolah's Chicken Adobo,4,3,0,0,"chicken thigh (negative): Dark meat, which is higher in saturated fat than chicken breast, especially when consumed with the skin. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | apple cider vinegar (positive): Some studies suggest it may help lower cholesterol and blood pressure in moderation as part of a healthy diet. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess. | pickling spice (positive): A blend of spices which are rich in antioxidants and anti-inflammatory compounds."
Porotos Granados (Chilean Bean Stew),6,1,0,0,"lima bean (positive): Good source of heart-healthy fiber, potassium, and plant-based protein. | basil (positive): Rich in antioxidants and anti-inflammatory compounds that support cardiovascular health. | great northern bean (positive): Excellent source of soluble fiber, plant-based protein, and potassium, which help lower cholesterol and blood pressure. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | chicken stock (negative): Commercially prepared versions are typically very high in sodium. Low-sodium or homemade versions can be positive. | banana pepper (positive): A vegetable providing vitamins and capsaicin, which may have modest benefits for circulation. | butternut squash (positive): High in potassium, fiber, and antioxidants, which support healthy blood pressure and overall heart health."
Miraculous Canadian Sugar Pie,1,3,2,0,"milk (negative): Unless specified as low-fat, milk (especially whole or 2%) is a significant source of saturated fat. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease. | brown sugar (negative): An added sugar, which contributes to inflammation, high triglycerides, and increased cardiovascular risk."
Quince Empanadas,3,2,3,0,"unsalted butter (very negative): High in saturated fat, which significantly raises LDL ('bad') cholesterol levels, a major risk factor for atherosclerosis. | sunflower oil (positive): High in unsaturated fats (polyunsaturated and monounsaturated) and vitamin E, which can help lower LDL cholesterol and reduce inflammation. | quince paste (negative): Typically contains a very high amount of added sugar. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | white sugar (very negative): High intake is strongly linked to inflammation, obesity, high triglycerides, and high blood pressure. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk."
Pfeffernusse,6,4,2,0,"ginger (positive): Contains anti-inflammatory and antioxidant compounds that may help lower blood pressure and cholesterol. | baking powder (negative): Contains sodium, which can contribute to high blood pressure when consumed in excess. | baking soda (negative): Is a source of sodium (sodium bicarbonate), which can contribute to high blood pressure. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | cardamom (positive): Contains antioxidants and may have properties that help lower blood pressure. | cinnamon (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | almond (positive): Rich in monounsaturated fats, fiber, and vitamin E, which help lower LDL (bad) cholesterol and support heart health. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease. | brown sugar (negative): An added sugar, which contributes to inflammation, high triglycerides, and increased cardiovascular risk."
Bill's Peruvian Chicken and Rice,12,2,1,0,"chile powder (positive): Contains capsaicin from ground chiles, which may improve cardiovascular markers like blood pressure and cholesterol. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | paprika (positive): Contains antioxidants like carotenoids, which help protect against oxidative stress. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | cumin (positive): A spice with anti-inflammatory and antioxidant properties. | lemon juice (positive): Source of vitamin C and antioxidants; can be used as a salt substitute to lower sodium intake. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | sea salt (very negative): Despite marketing, it is chemically the same as table salt (sodium chloride) and has the same negative impact on blood pressure. | chicken breast (positive): An excellent source of lean protein, low in saturated fat, which is a cornerstone of a heart-healthy diet. | chicken broth (negative): Commercially prepared versions are typically very high in sodium. Low-sodium or homemade versions can be positive. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | basmati rice (negative): A refined carbohydrate that can raise blood sugar levels; whole grain alternatives are better for heart health. | cilantro (positive): An herb rich in antioxidants and vitamins that can help reduce inflammation and oxidative stress. | white wine vinegar (positive): May help improve blood sugar control and is a low-calorie, fat-free flavoring. | pea (positive): Good source of heart-healthy fiber, plant-based protein, and minerals."
Authentic Chicken Empanadas (Empanadas de Pollo),6,5,2,0,"baking powder (negative): Contains sodium, which can contribute to high blood pressure when consumed in excess. | baking soda (negative): Is a source of sodium (sodium bicarbonate), which can contribute to high blood pressure. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | green bell pepper (positive): Rich in antioxidants, including vitamin C, which help reduce inflammation and oxidative stress. | cilantro (positive): An herb rich in antioxidants and vitamins that can help reduce inflammation and oxidative stress. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | green olive (negative): Typically cured in brine, making them very high in sodium, which can increase blood pressure. | sazon seasoning (very negative): A commercial seasoning blend that is typically extremely high in sodium. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Homemade Muesli,5,1,0,0,"rice cereal (negative): Typically made from refined rice and often contains added sugars, lacking significant fiber. | sunflower seed kernel (positive): Excellent source of healthy unsaturated fats, vitamin E, magnesium, and fiber, all of which support cardiovascular health. | cherry (positive): Rich in potassium and polyphenol antioxidants like anthocyanins, which help reduce inflammation and blood pressure. | pecan (positive): Rich in heart-healthy monounsaturated fats, fiber, and antioxidants that can help lower LDL cholesterol. | almond (positive): Rich in monounsaturated fats, fiber, and vitamin E, which help lower LDL (bad) cholesterol and support heart health. | oat (positive): Contains beta-glucan, a soluble fiber proven to lower cholesterol."
Russian Cabbage and Beet Salad,6,1,2,0,"carrot (positive): Excellent source of potassium, fiber, and antioxidants, which support healthy blood pressure and heart function. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | cabbage (positive): Rich in fiber, vitamins, and antioxidants, which can help reduce inflammation and lower cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | beet (positive): Rich in dietary nitrates, which can help lower blood pressure and improve blood flow. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Hearty Portuguese Bean Soup,8,0,2,0,"celery rib (positive): Contains potassium and compounds that may help lower blood pressure; it is also low in calories. | carrot (positive): Excellent source of potassium, fiber, and antioxidants, which support healthy blood pressure and heart function. | potato (positive): Good source of potassium, which helps manage blood pressure. | kidney bean (positive): High in soluble fiber, which helps lower cholesterol, and potassium, which helps control blood pressure. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | cabbage (positive): Rich in fiber, vitamins, and antioxidants, which can help reduce inflammation and lower cholesterol. | linguica sausage (very negative): A processed sausage high in sodium and saturated fat, both major risk factors for heart disease. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | ham hock (very negative): A processed meat very high in sodium and saturated fat, linked to increased cardiovascular risk."
Lyonnaise Potatoes,5,0,2,0,"parsley (positive): Rich in vitamin K and antioxidants, which support heart and blood vessel health. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease."
Traditional Russian Pirozhki,3,2,3,0,"milk (negative): Unless specified as low-fat, milk (especially whole or 2%) is a significant source of saturated fat. | cabbage (positive): Rich in fiber, vitamins, and antioxidants, which can help reduce inflammation and lower cholesterol. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease."
Ashley's Chicken Katsu with Tonkatsu Sauce,4,4,0,0,"ketchup (negative): Typically high in added sugar and sodium, which can contribute to high blood pressure and other cardiovascular risk factors. | green onion (positive): Contains antioxidants and compounds that may help lower blood pressure and cholesterol. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | chicken breast half (positive): An excellent source of lean protein, low in saturated fat. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Mitzie's Beef Stroganoff,3,6,2,0,"sour cream (negative): High in saturated fat. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | beef (negative): Can be high in saturated fat, which raises LDL (bad) cholesterol. Lean cuts in moderation are a better choice. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | beef broth (negative): Commercial versions are typically very high in sodium, which can raise blood pressure. | mustard (negative): Prepared mustard is often high in sodium, which can increase blood pressure. | cream cheese (negative): High in saturated fat and often contains significant amounts of sodium. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease."
Air-Fried Korean Chicken Wings,8,5,1,0,"green onion (positive): Contains antioxidants and compounds that may help lower blood pressure and cholesterol. | honey (negative): A form of added sugar; high intake can lead to weight gain, increased triglycerides, and other cardiovascular risks. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | sesame seed (positive): A good source of fiber, healthy fats, and compounds that may help lower cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | lemon juice (positive): Source of vitamin C and antioxidants; can be used as a salt substitute to lower sodium intake. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | gochujang (negative): Typically very high in sodium and added sugars, which are risk factors for high blood pressure and cardiovascular disease. | garlic powder (positive): Dehydrated garlic that retains some beneficial compounds and is a good salt-free flavor alternative. | ginger root (positive): Contains gingerol, which has anti-inflammatory and antioxidant properties that may help lower blood pressure and cholesterol. | brown sugar (negative): An added sugar, which contributes to inflammation, high triglycerides, and increased cardiovascular risk. | onion powder (positive): A concentrated source of onion's beneficial compounds, like antioxidants. | chicken wing (negative): High skin-to-meat ratio makes it very high in saturated fat, and it is often fried and served with high-sodium sauces."
Beef Bulgogi with Dipping Sauce,7,3,1,0,"ginger (positive): Contains anti-inflammatory and antioxidant compounds that may help lower blood pressure and cholesterol. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | sesame seed (positive): A good source of fiber, healthy fats, and compounds that may help lower cholesterol. | cayenne pepper (positive): Contains capsaicin, which may help improve circulation, reduce blood pressure, and lower cholesterol. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | sweet paprika (positive): Rich in antioxidants, including carotenoids, which can help protect against oxidative stress. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess. | beef sirloin steak (negative): A lean cut of red meat; while lower in saturated fat, high consumption of red meat is linked to cardiovascular risk. | sesame oil (positive): Rich in unsaturated fats, which are beneficial for cholesterol levels and overall heart health."
Filipino Lumpia,3,3,0,0,"carrot (positive): Excellent source of potassium, fiber, and antioxidants, which support healthy blood pressure and heart function. | beef (negative): Can be high in saturated fat, which raises LDL (bad) cholesterol. Lean cuts in moderation are a better choice. | pork (negative): General term for a red meat that is often high in saturated fat, a risk factor for high cholesterol and heart disease. | lumpia wrapper (negative): Made from refined flour and often deep-fried, contributing refined carbs and unhealthy fats. | green bell pepper (positive): Rich in antioxidants, including vitamin C, which help reduce inflammation and oxidative stress. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation."
Absolutely Fabulous Greek Salad Dressing,7,0,1,0,"basil (positive): Rich in antioxidants and anti-inflammatory compounds that support cardiovascular health. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | red wine vinegar (positive): May help with blood sugar control and is a sodium-free way to add flavor. | garlic powder (positive): Dehydrated garlic that retains some beneficial compounds and is a good salt-free flavor alternative. | oregano (positive): Rich in antioxidants that help combat inflammation and oxidative stress. | onion powder (positive): A concentrated source of onion's beneficial compounds, like antioxidants."
Lebanese Chicken and Potatoes,5,0,1,0,"potato (positive): Good source of potassium, which helps manage blood pressure. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | lemon juice (positive): Source of vitamin C and antioxidants; can be used as a salt substitute to lower sodium intake."
Egg and Potato Curry,11,1,1,0,"ginger paste (positive): Contains gingerol, which has anti-inflammatory and antioxidant properties that may help lower blood pressure and cholesterol. | green chile pepper (positive): Contains capsaicin, which has anti-inflammatory properties and may help improve circulation and lower blood pressure. | potato (positive): Good source of potassium, which helps manage blood pressure. | garam masala (positive): A blend of spices with antioxidant and anti-inflammatory properties. | cayenne pepper (positive): Contains capsaicin, which may help improve circulation, reduce blood pressure, and lower cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | garlic paste (positive): A convenient form of garlic that retains its heart-healthy compounds, assuming low sodium. | cumin (positive): A spice with anti-inflammatory and antioxidant properties. | cilantro (positive): An herb rich in antioxidants and vitamins that can help reduce inflammation and oxidative stress. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Easy New Zealand Squares,0,2,3,0,"baking powder (negative): Contains sodium, which can contribute to high blood pressure when consumed in excess. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | golden syrup (very negative): A form of refined sugar, which contributes to inflammation, high triglycerides, and weight gain, all risk factors for cardiovascular disease. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease."
Lahmacun Turkish Pizza,16,3,2,0,"parsley (positive): Rich in vitamin K and antioxidants, which support heart and blood vessel health. | mint (positive): A herb that contains beneficial antioxidants. | lamb (negative): A red meat high in saturated fat, which can raise LDL (bad) cholesterol levels. | green bell pepper (positive): Rich in antioxidants, including vitamin C, which help reduce inflammation and oxidative stress. | lemon (positive): Excellent source of vitamin C and antioxidants, which help protect blood vessels from damage. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | red bell pepper (positive): Rich in antioxidants, potassium, and vitamins A and C, which support heart health. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | cayenne pepper (positive): Contains capsaicin, which may help improve circulation, reduce blood pressure, and lower cholesterol. | paprika (positive): Contains antioxidants like carotenoids, which help protect against oxidative stress. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | green cabbage (positive): A cruciferous vegetable high in fiber and anti-inflammatory compounds that support cardiovascular health. | cumin (positive): A spice with anti-inflammatory and antioxidant properties. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess. | basil (positive): Rich in antioxidants and anti-inflammatory compounds that support cardiovascular health. | red cabbage (positive): High in fiber and heart-protective antioxidants like anthocyanins. | roma tomato (positive): Rich in lycopene, potassium, and antioxidants, which are linked to a lower risk of heart disease. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | white sugar (very negative): High intake is strongly linked to inflammation, obesity, high triglycerides, and high blood pressure. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation."
Dragon Fruit Shake,3,1,0,0,"basil (positive): Rich in antioxidants and anti-inflammatory compounds that support cardiovascular health. | tangerine (positive): Rich in vitamin C, flavonoids, and soluble fiber, which are beneficial for blood vessel health and cholesterol levels. | lime (positive): Source of vitamin C and antioxidants. | brown sugar (negative): An added sugar, which contributes to inflammation, high triglycerides, and increased cardiovascular risk."
Telur Balado (Spicy Chile Sauce with Eggs),6,1,3,0,"shallot (positive): Contains antioxidants and compounds that may help lower blood pressure and cholesterol. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | peanut oil (positive): Rich in monounsaturated fats, which can help lower bad cholesterol levels. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | red chile pepper (positive): Contains capsaicin, which may have anti-inflammatory and antioxidant benefits. | shrimp paste (very negative): Extremely high in sodium, a major contributor to high blood pressure. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Beef Stifado in the Slow Cooker,9,2,1,0,"beef stew meat (negative): Often from fatty cuts like chuck, making it high in saturated fat. | ketchup (negative): Typically high in added sugar and sodium, which can contribute to high blood pressure and other cardiovascular risk factors. | shallot (positive): Contains antioxidants and compounds that may help lower blood pressure and cholesterol. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | rosemary (positive): Contains antioxidants and anti-inflammatory compounds that may improve circulation and heart health. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | cinnamon stick (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | red wine (positive): Moderate consumption may be beneficial due to antioxidants like resveratrol, but excessive intake is harmful. | vinegar (positive): Some studies suggest it may help improve blood sugar control and blood pressure. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation."
Easter White Borscht,5,2,2,0,"leek (positive): Part of the allium family, it contains heart-healthy compounds like flavonoids and is a good source of fiber. | white onion (positive): Contains quercetin, an antioxidant that may benefit heart health. | sour cream (negative): High in saturated fat. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease. | kielbasa sausage (very negative): A highly processed meat, very high in sodium and saturated fat, which are major risk factors for cardiovascular disease."
