menu_title,positive,negative,very_negative,neutral,reasoning
Cretons,2,2,1,0,"bread crumb (negative): Often very high in sodium; check labels for low-sodium versions. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | milk (negative): High in potassium and phosphorus. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt."
Traditional Swedish Pancakes,1,2,0,0,"milk (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet."
Malaysian Beef Rendang,7,4,1,0,"beef stew meat (negative): Red meat is a source of high biological value protein, but it is also high in phosphorus and potassium, which are restricted in a renal diet. | coconut (negative): High in potassium. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | coconut milk (negative): High in potassium and phosphorus. | red chile pepper (positive): Low in potassium and can be used to add flavor instead of salt. | cinnamon stick (positive): A salt-free spice that adds flavor and may help with blood sugar control. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | ginger root (positive): Anti-inflammatory properties and generally low in potassium. | cumin seed (positive): A salt-free way to add flavor to food. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | nutmeg (positive): A good salt-free spice for flavoring."
Honeycomb with Golden Syrup,0,1,1,0,"baking soda (very negative): Is sodium bicarbonate, making it extremely high in sodium. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease."
Fricase de Pollo,5,0,2,0,"garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | tomato paste (very negative): A highly concentrated source of potassium. | red bell pepper (positive): Low in potassium and an excellent source of vitamins A and C."
Dashi Stock (Konbudashi),1,2,0,0,"dashi kombu (negative): Kombu (seaweed) is very high in potassium. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | bonito flake (negative): Dried fish product that is high in sodium and protein."
Swedish Nut Bars,0,1,1,0,"egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | almond (very negative): Nuts are very high in potassium, phosphorus, and oxalates."
Chili Relleno Casserole,1,2,4,0,"longhorn cheese (very negative): Cheese is extremely high in both sodium and phosphorus and should be avoided or severely limited. | evaporated milk (very negative): A concentrated source of dairy, making it very high in phosphorus and potassium. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | milk (negative): High in potassium and phosphorus. | tomato sauce (very negative): Very high in potassium and typically very high in sodium. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | monterey jack cheese (very negative): High in both sodium and phosphorus, two minerals that need to be strictly limited in a renal diet."
Cornish Finnish Michigan Pasties,3,4,4,0,"carrot (negative): Contains a significant amount of potassium and should be eaten in limited quantities. | beef bouillon (very negative): Extremely high in sodium, which must be severely restricted for kidney disease to manage blood pressure and fluid retention. | ground beef (negative): High in protein and phosphorus, which need to be carefully managed in a kidney diet. | potato (very negative): Very high in potassium, a mineral that must be strictly limited for kidney patients. | rutabaga (negative): A root vegetable that is a significant source of potassium. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | monosodium glutamate (very negative): A form of sodium that contributes to overall sodium intake, which must be strictly limited. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | ground pork (negative): High in protein and phosphorus, which need to be carefully managed in a kidney diet."
Portuguese Sweet Bread II,1,4,1,0,"milk (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | lemon juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | margarine (negative): Often high in sodium, unhealthy fats, and may contain phosphate additives. | active dry yeast (negative): Contains a moderate amount of phosphorus, which should be limited in a renal diet."
Rose Water Gelees,3,1,0,0,"gelatin (negative): A source of protein, which may need to be limited depending on the stage of kidney disease. | lemon juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | cornstarch (positive): Low in protein, sodium, potassium, and phosphorus; a good thickener for sauces."
Lebanese Fattoush (Bread Salad),8,0,1,0,"romaine lettuce (positive): A low-potassium leafy green, good for salads. | sumac (positive): A spice with a tart flavor that is an excellent substitute for salt. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | english cucumber (positive): Low in potassium, phosphorus, and sodium. | lemon juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | radish (positive): Low in potassium, phosphorus, and sodium, making it a kidney-friendly vegetable. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets."
Vietnamese Beef and Red Cabbage Bowl,8,2,2,0,"kosher salt (very negative): Is a source of pure sodium, which must be strictly limited to control blood pressure and fluid retention. | red onion (positive): Low in potassium and a good source of flavonoids like quercetin. | ground beef (negative): High in protein and phosphorus, which need to be carefully managed in a kidney diet. | red cabbage (positive): A low-potassium vegetable rich in vitamins and antioxidants. | paprika (positive): A salt-free spice that is excellent for flavoring food. | fresno chile pepper (positive): Adds flavor without sodium and is low in potassium in typical serving sizes. | cilantro (positive): A low-potassium herb that adds flavor without sodium. | lime (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | lime juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | fish sauce (very negative): Extremely high in sodium. | brown sugar (negative): Contains a significant amount of potassium compared to white sugar. | canola oil (positive): A healthy fat source that is free of sodium and low in potassium and phosphorus."
Grandma's Authentic Swedish Meatballs,4,5,3,0,"bread crumb (negative): Often very high in sodium; check labels for low-sodium versions. | sour cream (negative): High in phosphorus and potassium. | worcestershire sauce (very negative): Extremely high in sodium, which must be strictly limited to manage blood pressure and fluid balance. | milk (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | beef (negative): A source of high biological value protein, but also high in phosphorus. Must be consumed in strictly controlled portions. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | paprika (positive): A salt-free spice that is excellent for flavoring food. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | pork sausage (very negative): Very high in sodium, protein, and phosphorus additives, which are harmful to kidney function."
Ukha (Russian Fish Soup),3,0,2,0,"potato (very negative): Very high in potassium, a mineral that must be strictly limited for kidney patients. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | lemon (positive): An excellent way to add flavor to foods and drinks without sodium. It is also low in potassium."
Crunchies,1,4,1,0,"coconut (negative): High in potassium. | baking soda (very negative): Is sodium bicarbonate, making it extremely high in sodium. | rolled oat (negative): Whole grains like oats are high in phosphorus and potassium. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly."
German Rice,5,1,2,0,"bavarian style sauerkraut (negative): Can be very high in sodium due to the brining and fermentation process. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | white rice (positive): Lower in phosphorus and potassium than brown rice, making it a preferred grain. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | raisin (very negative): Dried fruit that is extremely high in potassium. | bratwurst (very negative): Highly processed meat, very high in sodium, phosphorus, and protein."
"Velveting Chicken Breast, Chinese Restaurant Style",4,0,1,0,"kosher salt (very negative): Is a source of pure sodium, which must be strictly limited to control blood pressure and fluid retention. | chinese rice vinegar (positive): A low-sodium, low-potassium, and low-phosphorus way to add flavor. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | cornstarch (positive): Low in protein, sodium, potassium, and phosphorus; a good thickener for sauces. | egg white (positive): An excellent source of high-quality protein that is low in phosphorus."
Classic Cuban Midnight (Medianoche) Sandwich,0,4,3,0,"sweet bread roll (negative): Processed breads are often high in sodium and may contain phosphorus additives. | swiss cheese (negative): High in phosphorus and sodium, which should be limited. | dill pickle slice (very negative): Extremely high in sodium due to the brining and pickling process. | ham (very negative): A processed meat that is extremely high in sodium and often contains phosphate additives. | mustard (very negative): Prepared mustard is typically very high in sodium. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | mayonnaise (negative): High in sodium and fat; may contain phosphate additives."
Brazilian Style Flan (Pudim de Leite Condensado),0,3,1,0,"milk (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | sweetened condensed milk (very negative): Very high in both sugar and phosphorus from the milk."
Japanese-Style Fluffy Pancakes,2,3,1,0,"baking powder (very negative): Contains phosphate additives, which are a significant and easily absorbed source of phosphorus. | oil (positive): A source of calories without sodium, potassium, or phosphorus. Olive oil has anti-inflammatory benefits. | milk (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | brown sugar (negative): Contains a significant amount of potassium compared to white sugar."
Schupfnudeln (German Fried Potato Dumplings),1,2,1,0,"potato (very negative): Very high in potassium, a mineral that must be strictly limited for kidney patients. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | nutmeg (positive): A good salt-free spice for flavoring."
"Lomo de Res, Cuban-Style Rib-Eye Steaks",4,2,2,0,"beer (negative): Alcohol can raise blood pressure and is dehydrating. Beer can also be a source of potassium and phosphorus. | beef rib eye steak (negative): Red meat is a source of high biological value protein, but it is also high in phosphorus and potassium, which are restricted in a renal diet. | seasoning salt (very negative): A salt-based seasoning blend that is extremely high in sodium. | meat tenderizer (very negative): Extremely high in sodium. | garlic powder (positive): A good salt-free seasoning to add flavor to food. | lime juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | onion powder (positive): A good salt-free alternative for adding flavor to food."
Orange Drop Cookies II,1,3,4,0,"orange juice (very negative): A concentrated source of potassium, which is typically restricted in a kidney diet. | baking powder (very negative): Contains phosphate additives, which are a significant and easily absorbed source of phosphorus. | baking soda (very negative): Is sodium bicarbonate, making it extremely high in sodium. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly."
Champorado,0,3,1,0,"salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | coconut milk (negative): High in potassium and phosphorus. | cocoa powder (negative): High in potassium, phosphorus, and oxalates, which should be limited in a kidney diet. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease."
Miso Soup,3,0,2,0,"silken tofu (positive): A good source of plant-based protein, generally lower in phosphorus than meat. | dashi granule (very negative): A concentrated source of sodium and often potassium, both of which need to be strictly limited. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | miso paste (very negative): Extremely high in sodium, which is detrimental for blood pressure and fluid control in kidney disease."
Laura's Famous Aebleskiver,1,1,3,0,"buttermilk (very negative): Dairy product that is high in phosphorus, potassium, and sodium. | baking soda (very negative): Is sodium bicarbonate, making it extremely high in sodium. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | white flour (positive): Lower in phosphorus and potassium than whole grain flours."
Taro Rolls,2,3,1,0,"egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | active dry yeast (negative): Contains a moderate amount of phosphorus, which should be limited in a renal diet."
Omelet in a Bag,2,3,2,0,"egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | mushroom (negative): Typically high in potassium, which needs to be limited. | ham (very negative): A processed meat that is extremely high in sodium and often contains phosphate additives. | salsa (negative): Typically very high in sodium and contains tomatoes, which are high in potassium. | green bell pepper (positive): A low-potassium vegetable and a good source of vitamins. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets."
Chourico Stew,6,3,3,0,"carrot (negative): Contains a significant amount of potassium and should be eaten in limited quantities. | potato (very negative): Very high in potassium, a mineral that must be strictly limited for kidney patients. | red pepper (positive): Assuming red bell pepper, which is low in potassium and high in vitamins. | cabbage (positive): Low in potassium, phosphorus, and sodium, making it an excellent choice for a kidney-friendly diet. | mixed vegetable (negative): May contain high-potassium vegetables like potatoes, tomatoes, or spinach, which often need to be restricted. | celery (negative): Higher in sodium than most vegetables and contains a moderate amount of potassium. | cornstarch (positive): Low in protein, sodium, potassium, and phosphorus; a good thickener for sauces. | garlic powder (positive): A good salt-free seasoning to add flavor to food. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | chourico sausage (very negative): A processed meat, extremely high in sodium and phosphate additives. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | celery salt (very negative): Extremely high in sodium."
Turkish Fish Stew,10,3,3,0,"tilapia fillet (negative): A source of high-quality protein but also phosphorus, which must be limited and portioned. | sumac (positive): A spice with a tart flavor that is an excellent substitute for salt. | white onion (positive): Low in potassium and excellent for adding flavor to dishes without using salt. | green bell pepper (positive): A low-potassium vegetable and a good source of vitamins. | stewed tomato (very negative): Tomatoes are very high in potassium, and canned versions often have high added sodium. | artichoke heart (negative): High in potassium. | olive (very negative): Typically cured in brine, making them extremely high in sodium. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | cumin (positive): A salt-free way to add flavor to food. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | white wine (negative): Alcohol can raise blood pressure and be hard on the kidneys. It should be limited or avoided. | caper (very negative): Typically packed in brine, making them extremely high in sodium. | basil (positive): A fresh herb that adds flavor without sodium, potassium, or phosphorus. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | lemon juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | ginger root (positive): Anti-inflammatory properties and generally low in potassium."
Fastelavnsboller (Fastelavn Buns),3,5,1,0,"milk (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | cocoa powder (negative): High in potassium, phosphorus, and oxalates, which should be limited in a kidney diet. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | cornstarch (positive): Low in protein, sodium, potassium, and phosphorus; a good thickener for sauces. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | yeast (negative): Can be a significant source of phosphorus (especially nutritional yeast), which needs to be restricted."
Spicy Thai Basil Chicken (Pad Krapow Gai),4,1,3,0,"basil (positive): A fresh herb that adds flavor without sodium, potassium, or phosphorus. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | oyster sauce (very negative): Extremely high in sodium. | soy sauce (very negative): Extremely high in sodium, which must be severely restricted in a kidney-friendly diet. | thai chile (positive): Adds flavor without sodium, helping to reduce salt intake. | fish sauce (very negative): Extremely high in sodium. | rice (positive): White rice is a good energy source that is low in potassium and phosphorus. | brown sugar (negative): Contains a significant amount of potassium compared to white sugar."
Anise Waffle Cookies,1,1,1,0,"salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet."
My Big Fat Greek Salad,7,0,4,0,"kosher salt (very negative): Is a source of pure sodium, which must be strictly limited to control blood pressure and fluid retention. | red onion (positive): Low in potassium and a good source of flavonoids like quercetin. | kalamata olive (very negative): Cured in brine and are extremely high in sodium. | feta cheese (very negative): Very high in sodium and a significant source of phosphorus. | english cucumber (positive): Low in potassium, phosphorus, and sodium. | cayenne pepper (positive): A spice that can add flavor to food without adding sodium. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | red wine vinegar (positive): A good way to add flavor without salt; low in sodium, potassium, and phosphorus. | oregano (positive): A salt-free herb that is excellent for flavoring food. | green olive (very negative): Typically cured in brine, making them extremely high in sodium. | red bell pepper (positive): Low in potassium and an excellent source of vitamins A and C."
Day After Thanksgiving Turkey Pho,9,1,2,0,"ginger (positive): Has anti-inflammatory properties and adds flavor without sodium. | cardamom pod (positive): A spice that can add flavor to food without adding sodium. | turkey (negative): A source of protein and phosphorus that requires careful portion control. | basil (positive): A fresh herb that adds flavor without sodium, potassium, or phosphorus. | flat rice noodle (positive): Made from rice flour, which is low in potassium, phosphorus, and sodium. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | cilantro (positive): A low-potassium herb that adds flavor without sodium. | lime (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | fish sauce (very negative): Extremely high in sodium. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | star anise pod (positive): A spice that adds flavor without adding sodium."
Kringla II,1,2,3,0,"baking powder (very negative): Contains phosphate additives, which are a significant and easily absorbed source of phosphorus. | sour cream (negative): High in phosphorus and potassium. | baking soda (very negative): Is sodium bicarbonate, making it extremely high in sodium. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | heavy cream (negative): A dairy product that is high in phosphorus and potassium. | egg yolk (very negative): Very high in phosphorus and should be avoided or severely limited."
Chef John's Rocky Road,0,5,1,0,"miniature marshmallow (negative): High in sugar and may contain phosphate additives. | dark chocolate chip (negative): Very high in both potassium and phosphorus. | almond (very negative): Nuts are very high in potassium, phosphorus, and oxalates. | maple syrup (negative): High in sugar, which should be limited to manage blood sugar and weight. | cocoa powder (negative): High in potassium, phosphorus, and oxalates, which should be limited in a kidney diet. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly."
Avocado-Lime Shrimp Salad (Ensalada de Camarones con Aguacate y Limon),4,1,3,0,"bell pepper (positive): Low in potassium, phosphorus, and sodium, and a good source of vitamins A and C. It is a recommended vegetable for a kidney-friendly diet. | green onion top (positive): Low in sodium, potassium, and phosphorus. A good way to add flavor without salt. | avocado (very negative): Extremely high in potassium. | cilantro (positive): A low-potassium herb that adds flavor without sodium. | lime juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | yellow tomato (very negative): High in potassium, which needs to be strictly limited in most kidney diets. | shrimp (negative): High in phosphorus and often prepared with high amounts of sodium. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets."
"Portuguese Chourico, Beans, and Rice",6,0,4,0,"italian seasoning (positive): A salt-free way to add flavor to food, helping to reduce sodium intake. | fava bean (very negative): Beans are very high in both potassium and phosphorus. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | white rice (positive): Lower in phosphorus and potassium than brown rice, making it a preferred grain. | tomato sauce (very negative): Very high in potassium and typically very high in sodium. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | spanish onion (positive): Low in sodium, potassium, and phosphorus; excellent for adding flavor to food without salt. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | dried chourico sausage (very negative): A processed, cured meat that is extremely high in sodium, protein, and often phosphate additives."
"Beet, Walnut and Prune Salad",1,2,3,0,"walnut (very negative): Very high in phosphorus and potassium. | prune (very negative): A dried fruit that is extremely high in potassium. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | beet (negative): Very high in potassium, which needs to be limited in most renal diets. Also contains oxalates. | mayonnaise (negative): High in sodium and fat; may contain phosphate additives."
Norwegian Potato Flatbread (Lefse),1,1,2,0,"salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | russet potato (very negative): Potatoes are extremely high in potassium. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | heavy cream (negative): A dairy product that is high in phosphorus and potassium."
Brazilian Sweet Banana and Rice Dish,4,4,3,0,"banana (very negative): Famously high in potassium and one of the first fruits to be limited for kidney patients. | basil (positive): A fresh herb that adds flavor without sodium, potassium, or phosphorus. | rum (negative): Alcohol should be limited as it can dehydrate and stress the kidneys. | black bean (negative): High in both potassium and phosphorus, which are typically restricted in a renal diet. | lemon juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | dill (positive): A fresh herb that can add flavor to food without adding sodium, helping to reduce salt intake. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets. | brown rice (negative): As a whole grain, it is higher in phosphorus and potassium than white rice. | sausage (very negative): A processed meat that is extremely high in sodium and phosphorus additives."
Mutton Varuval (Malaysian Indian-Style Goat Curry),9,2,2,0,"red onion (positive): Low in potassium and a good source of flavonoids like quercetin. | cardamom pod (positive): A spice that can add flavor to food without adding sodium. | garam masala (positive): A salt-free spice blend that can be used to flavor food instead of salt. | ginger garlic paste (negative): Often contains added salt; check the label for a salt-free version. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | curry powder (positive): A good salt-free flavor alternative, assuming no salt is added to the blend. | paprika (positive): A salt-free spice that is excellent for flavoring food. | cinnamon stick (positive): A salt-free spice that adds flavor and may help with blood sugar control. | cilantro (positive): A low-potassium herb that adds flavor without sodium. | star anise pod (positive): A spice that adds flavor without adding sodium. | goat stew meat (negative): High in protein, phosphorus, and potassium, requiring strict portion control. | turmeric (positive): Contains curcumin, which has anti-inflammatory properties that may be beneficial."
Portuguese Muffins - Bolo Levedo,2,4,1,0,"milk (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | active dry yeast (negative): Contains a moderate amount of phosphorus, which should be limited in a renal diet."
Puerto Rican Beef Stew,3,3,9,0,"carrot (negative): Contains a significant amount of potassium and should be eaten in limited quantities. | beef stew meat (negative): Red meat is a source of high biological value protein, but it is also high in phosphorus and potassium, which are restricted in a renal diet. | red cooking wine (very negative): Extremely high in sodium. | potato (very negative): Very high in potassium, a mineral that must be strictly limited for kidney patients. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | manzanilla olive (very negative): Extremely high in sodium due to the curing process. | tomato sauce (very negative): Very high in potassium and typically very high in sodium. | sofrito (negative): Typically contains tomatoes (high potassium) and commercial versions are very high in sodium. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | soy sauce (very negative): Extremely high in sodium, which must be severely restricted in a kidney-friendly diet. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | adobo seasoning (very negative): Extremely high in sodium, which can increase blood pressure and fluid retention. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | worcestershire sauce (very negative): Extremely high in sodium, which must be strictly limited to manage blood pressure and fluid balance. | sazon seasoning (very negative): A seasoning blend that is typically extremely high in sodium."
Chinese Chicken Wings,1,1,1,0,"brown sugar (negative): Contains a significant amount of potassium compared to white sugar. | garlic powder (positive): A good salt-free seasoning to add flavor to food. | soy sauce (very negative): Extremely high in sodium, which must be severely restricted in a kidney-friendly diet."
Shadi's Soup-e Mahicheh,8,3,2,0,"carrot (negative): Contains a significant amount of potassium and should be eaten in limited quantities. | lamb shank (negative): A source of high-quality protein but also high in phosphorus. Portions must be carefully controlled. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | lemon (positive): An excellent way to add flavor to foods and drinks without sodium. It is also low in potassium. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | cilantro (positive): A low-potassium herb that adds flavor without sodium. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | green lentil (very negative): Lentils are very high in both potassium and phosphorus. | rice (positive): White rice is a good energy source that is low in potassium and phosphorus. | spinach (negative): Very high in potassium, which needs to be limited in most kidney diets. | turmeric (positive): Contains curcumin, which has anti-inflammatory properties that may be beneficial."
